frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
2,519082.791941,519082.791941,519082.791941,519082.791941,519082.791941,519082.791941
32,506087.949562,506087.949562,506087.949562,506087.949562,506087.949562,506087.949562
8,430756.291695,430813.535853,430813.535853,430813.535853,430813.535853,430813.535853
64,733397.060067,733951.124209,733951.124209,733951.124209,733990.340910,733951.124209
4,558999.947769,559700.145726,559700.145726,559700.145726,559700.145726,559700.145726
16,607451.552592,608074.512353,608074.512353,608074.512353,608074.512353,608074.512353
512,794064.229061,796067.498233,796067.498233,796067.498233,796067.498233,796067.498233
32768,754269.794204,769533.350518,769533.350518,769533.350518,769533.350518,769533.350518
8192,1018581.809504,1027385.969404,1027385.969404,1027385.969404,1027385.969404,1027385.969404
16384,1299336.724708,1302996.146054,1311808.151382,1316403.221468,1316403.221468,1260303.884482
128,1274571.577010,1274571.577010,1274571.577010,1274571.577010,1274571.577010,1274571.577010
1024,1073247.827392,1077779.257248,1077779.257248,1077779.257248,1077838.181102,1077779.257248
4096,1429081.287791,1435883.093284,1453337.486577,1457828.311303,1457828.311303,1428010.192310
256,1318938.903720,1318938.903720,1318938.903720,1318938.903720,1318938.903720,1318938.903720
2048,1650746.969035,1694774.542800,1695692.154995,1695692.154995,1695747.273456,1695692.154995
65536,2904485.626747,2949145.990516,2949145.990516,2949145.990516,2949145.990516,2949145.990516
