frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
64,252415.352013,252222.607137,252222.607137,252222.607137,252222.607137,252222.607137
2,393376.825440,393376.825440,393376.825440,393376.825440,393376.825440,393376.825440
4,353813.482148,353813.482148,353813.482148,353813.482148,353813.482148,353813.482148
32768,599007.792494,599007.814423,599007.792494,599007.792494,599007.792494,599007.828649
8192,335046.053206,334773.501009,334773.501009,334773.501009,334773.501009,334773.501009
32,597143.016231,597143.016231,597143.016231,597143.016231,597143.016231,597143.016231
128,956314.017685,961329.827736,961329.827736,961329.827736,961329.827736,961329.827736
16,824068.009525,824068.009525,824068.009525,824068.009525,824068.009525,824068.009525
8,683930.068923,683930.068923,683930.068923,683930.068923,683930.068923,683930.068923
16384,822404.300406,822841.638469,822841.638469,822841.638469,822841.638469,822841.638469
2048,914153.651293,915105.095481,915330.115883,915330.115883,915330.115883,915330.115883
1024,1021053.410557,1021053.410557,1021053.410557,1021053.410557,1021053.410557,1021053.410557
512,1105555.577638,1105555.577638,1105555.577638,1105555.577638,1105555.577638,1105555.577638
256,1135977.636470,1135977.636470,1135977.636470,1135977.636470,1135977.636470,1135977.636470
4096,1306595.048844,1306595.048844,1306595.048844,1306595.048844,1306595.048844,1306595.048844
65536,3407069.704692,3415299.409629,3415299.409629,3415299.409629,3415299.409629,3415299.409629
