frequency,Dynamic_BAL_njobs500_mode0_L2_norm_flow_time,Dynamic_BAL_njobs500_mode0_maximum_flow_time,Dynamic_BAL_njobs500_mode1_L2_norm_flow_time,Dynamic_BAL_njobs500_mode1_maximum_flow_time,Dynamic_BAL_njobs500_mode2_L2_norm_flow_time,Dynamic_BAL_njobs500_mode2_maximum_flow_time,Dynamic_BAL_njobs500_mode4_L2_norm_flow_time,Dynamic_BAL_njobs500_mode4_maximum_flow_time,Dynamic_BAL_njobs500_mode8_L2_norm_flow_time,Dynamic_BAL_njobs500_mode8_maximum_flow_time,Dynamic_BAL_njobs500_mode16_L2_norm_flow_time,Dynamic_BAL_njobs500_mode16_maximum_flow_time
4,428735.637232,26004.000000,428735.637232,26004.000000,428735.637232,26004.000000,428735.637232,26004.000000,428735.637232,26004.000000,428735.637232,26004.000000
32768,319731.130424,12079.000000,319731.130424,12079.000000,319731.130424,12079.000000,319731.130424,12079.000000,319731.130424,12079.000000,319731.130424,12079.000000
8,641012.926388,12541.000000,641012.926388,12541.000000,641012.926388,12541.000000,641012.926388,12541.000000,641012.926388,12541.000000,641012.926388,12541.000000
16,605218.075777,18861.000000,605218.075777,18861.000000,605218.075777,18861.000000,605218.075777,18861.000000,605218.075777,18861.000000,605218.075777,18861.000000
512,719466.608339,24875.000000,719466.608339,24875.000000,719466.608339,24875.000000,719466.608339,24875.000000,719466.608339,24875.000000,719466.608339,24875.000000
2,266730.586538,21285.000000,266730.586538,21285.000000,266730.586538,21285.000000,266730.586538,21285.000000,266730.586538,21285.000000,266730.586538,21285.000000
4096,751167.999864,18419.000000,751167.999864,18419.000000,751167.999864,18419.000000,751167.999864,18419.000000,751167.999864,18419.000000,751167.999864,18419.000000
16384,1113207.613270,38011.000000,1142485.796472,24822.000000,1142485.796472,24822.000000,1142485.796472,24822.000000,1113512.089907,39986.000000,1110280.165728,50672.000000
256,1035842.285535,28140.000000,1035842.285535,28140.000000,1035842.285535,28140.000000,1035842.285535,28140.000000,1035842.285535,28140.000000,1035842.285535,28140.000000
128,1122024.014509,22779.000000,1122024.014509,22779.000000,1122024.014509,22779.000000,1122024.014509,22779.000000,1122024.014509,22779.000000,1122024.014509,22779.000000
8192,1222852.816472,29342.000000,1222852.816472,29342.000000,1222852.816472,29342.000000,1222852.816472,29342.000000,1196184.348559,49245.000000,1222852.816472,29342.000000
32,758680.808172,21492.000000,758680.808172,21492.000000,758680.808172,21492.000000,758680.808172,21492.000000,758680.808172,21492.000000,758680.808172,21492.000000
64,1130265.319087,22315.000000,1130265.319087,22315.000000,1130265.319087,22315.000000,1130265.319087,22315.000000,1130265.319087,22315.000000,1130265.319087,22315.000000
2048,1541209.939238,47071.000000,1567156.531984,28529.000000,1567156.531984,28529.000000,1567156.531984,28529.000000,1567156.531984,28529.000000,1567156.531984,28529.000000
1024,1336543.872048,21475.000000,1336543.872048,21475.000000,1336543.872048,21475.000000,1336543.872048,21475.000000,1336543.872048,21475.000000,1336543.872048,21475.000000
65536,1806375.638538,33771.000000,1806375.638538,33771.000000,1806375.638538,33771.000000,1806375.638538,33771.000000,1781684.607172,49876.000000,1806375.638538,33771.000000
