frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
4,413223.228953,413223.228953,413223.228953,413223.228953,413223.228953,413223.228953
2,431796.955710,432508.030513,432511.345686,432511.345686,432511.345686,432508.030513
512,800410.039615,801527.613997,801438.294557,801438.294557,801438.294557,801438.294557
32768,1123821.185025,1124462.422976,1124457.660453,1124457.660453,1124457.660453,1124457.660453
8,658082.928719,658602.979715,658602.979715,658602.979715,658602.979715,658602.979715
32,904653.220459,904877.698905,904877.698905,904877.698905,904877.698905,904877.698905
2048,783866.783679,783772.588889,783772.588889,783772.588889,783772.588889,783772.588889
128,1115317.858085,1115317.858085,1115317.858085,1115317.858085,1115317.858085,1115317.858085
65536,1711792.056644,1711794.520823,1711794.520823,1711794.520823,1711794.520823,1711794.520823
16,1108513.275173,1108513.275173,1108513.275173,1108513.275173,1108513.275173,1108513.275173
64,1168270.333366,1168270.333366,1168270.333366,1168270.333366,1168270.333366,1168270.333366
1024,1294304.168919,1294304.168919,1294304.168919,1294304.168919,1294304.168919,1294304.168919
16384,803118.209315,802801.600268,803616.846045,802452.327742,802452.327742,803616.846045
256,1066192.034879,1068473.447730,1068473.447730,1068487.314870,1068363.180033,1068473.447730
8192,1495431.512351,1505017.392501,1508758.252365,1508758.252365,1508758.252365,1472167.809888
4096,1867536.922822,1891293.937642,1891293.937642,1891293.937642,1891115.447639,1891293.937642
