arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
38,8.500000,262144,2591908.038565
38,9.800000,32768,3635763.069907
38,12.400000,4096,7912075.529009
38,18.900000,512,14339182.517111
38,56.300000,64,24144334.822138
38,60.000000,12,22551162.775913
38,60.000000,18,22228317.384445
38,60.000000,24,21720396.857366
