arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
34,8.500000,262144,2784159.405234
34,9.800000,32768,4451063.788758
34,12.400000,4096,7817658.527573
34,18.900000,512,16174073.613647
34,56.300000,64,28843748.326345
34,60.000000,12,27136533.714126
34,60.000000,18,25429643.969393
34,60.000000,24,24909772.560041
