arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
28,8.500000,262144,4846048.764505
28,9.800000,32768,7038754.541105
28,12.400000,4096,11727745.140086
28,18.900000,512,19611637.712551
28,56.300000,64,33818827.798290
28,60.000000,12,32637955.588139
28,60.000000,18,30864526.343832
28,60.000000,24,30194233.566722
