arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
32,8.500000,262144,3785586.943579
32,9.800000,32768,5605560.761690
32,12.400000,4096,8958324.454257
32,18.900000,512,17315735.806900
32,56.300000,64,29870820.337890
32,60.000000,12,28744392.414066
32,60.000000,18,28338146.035080
32,60.000000,24,26899059.030262
