arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
28,8.500000,262144,5333634.091909
28,9.800000,32768,7235370.944517
28,12.400000,4096,10911142.235598
28,18.900000,512,19059013.844753
28,56.300000,64,34153581.734453
28,60.000000,12,32156918.219415
28,60.000000,18,31313493.319485
28,60.000000,24,29505326.275916
