arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
30,8.500000,262144,4098284.395393
30,9.800000,32768,5928882.542962
30,12.400000,4096,9937748.401103
30,18.900000,512,18163976.157278
30,56.300000,64,31637113.309749
30,60.000000,12,30495754.486384
30,60.000000,18,29538188.216162
30,60.000000,24,28359008.050140
