arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
26,8.500000,262144,5696553.641563
26,9.800000,32768,7601885.048250
26,12.400000,4096,12050170.843645
26,18.900000,512,20419334.221264
26,56.300000,64,35075981.600283
26,60.000000,12,34233540.070148
26,60.000000,18,32396489.309219
26,60.000000,24,31254597.768461
