arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
22,8.500000,262144,6544170.280738
22,9.800000,32768,9393611.003540
22,12.400000,4096,14511061.513935
22,18.900000,512,23183946.330149
22,56.300000,64,39174743.650410
22,60.000000,12,37436950.308781
22,60.000000,18,35943730.054958
22,60.000000,24,34355194.819650
