arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
20,8.500000,262144,7403476.562797
20,9.800000,32768,9606904.946854
20,12.400000,4096,15013171.247396
20,18.900000,512,23625368.953450
20,56.300000,64,40690259.471846
20,60.000000,12,39228210.010759
20,60.000000,18,37390063.196478
20,60.000000,24,35626259.692850
