arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
26,8.500000,262144,5258801.705855
26,9.800000,32768,7803465.466478
26,12.400000,4096,11595387.412189
26,18.900000,512,20879535.185186
26,56.300000,64,35445688.386666
26,60.000000,12,33970094.861425
26,60.000000,18,32584830.575918
26,60.000000,24,31154425.784004
