arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
26,8.500000,262144,5325471.479350
26,9.800000,32768,7550554.527016
26,12.400000,4096,11927105.974894
26,18.900000,512,20688353.555698
26,56.300000,64,35259065.694723
26,60.000000,12,34373474.572570
26,60.000000,18,32515315.741794
26,60.000000,24,31743342.166346
