arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
30,4.073000,262144,427674.036168
30,4.639000,32768,208784.796422
30,5.649000,4096,306446.033676
30,7.918000,512,501178.688346
30,16.772000,64,867272.725329
30,30.000000,6,813816.329968
30,30.000000,9,690783.009959
30,30.000000,12,688165.828555
