arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
28,4.073000,262144,145228.685297
28,4.639000,32768,283967.899612
28,5.649000,4096,644030.871775
28,7.918000,512,1462602.052899
28,16.772000,64,2796294.613613
28,30.000000,6,2659088.240900
28,30.000000,9,2892296.019389
28,30.000000,12,2272328.863537
