arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
30,4.073000,262144,40131.183474
30,4.639000,32768,184858.614985
30,5.649000,4096,350214.918857
30,7.918000,512,304756.205522
30,16.772000,64,835727.638506
30,30.000000,6,624682.654745
30,30.000000,9,739436.923474
30,30.000000,12,1217552.982881
