arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
28,4.073000,262144,210057.047573
28,4.639000,32768,590530.595220
28,5.649000,4096,1125994.394278
28,7.918000,512,1790881.732193
28,16.772000,64,2221697.737688
28,30.000000,6,2852785.398071
28,30.000000,9,2487835.060580
28,30.000000,12,2965806.641111
