arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
38,4.073000,262144,319686.608916
38,4.639000,32768,129091.288176
38,5.649000,4096,36447.652517
38,7.918000,512,39229.328761
38,16.772000,64,23018.411066
38,30.000000,6,21974.902139
38,30.000000,9,19657.105509
38,30.000000,12,20805.511746
