arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
34,4.073000,262144,112349.749265
34,4.639000,32768,156972.569129
34,5.649000,4096,92425.425977
34,7.918000,512,63156.377770
34,16.772000,64,39953.410418
34,30.000000,6,38953.636108
34,30.000000,9,42753.184946
34,30.000000,12,42601.807743
