arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
36,4.073000,262144,146846.712067
36,4.639000,32768,297167.666426
36,5.649000,4096,78050.010070
36,7.918000,512,46558.883084
36,16.772000,64,26201.043548
36,30.000000,6,34749.525220
36,30.000000,9,27748.518141
36,30.000000,12,29515.052821
