arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
24,4.073000,262144,553343.645242
24,4.639000,32768,746024.129031
24,5.649000,4096,1668311.984843
24,7.918000,512,3231292.461381
24,16.772000,64,6245185.328118
24,30.000000,6,6837497.991318
24,30.000000,9,6965364.429565
24,30.000000,12,6457327.803822
