arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
22,4.073000,262144,857095.418189
22,4.639000,32768,1189619.131891
22,5.649000,4096,2201384.928195
22,7.918000,512,3625544.368979
22,16.772000,64,8489762.808734
22,30.000000,6,8601976.366546
22,30.000000,9,8754867.787442
22,30.000000,12,8335261.190058
