arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
40,4.073000,262144,156290.235968
40,4.639000,32768,206171.112293
40,5.649000,4096,42608.522434
40,7.918000,512,31483.413903
40,16.772000,64,16909.465190
40,30.000000,6,16775.673399
40,30.000000,9,18162.572120
40,30.000000,12,15960.770815
