arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
34,4.073000,262144,54087.138305
34,4.639000,32768,96204.478991
34,5.649000,4096,96989.724817
34,7.918000,512,99732.459159
34,16.772000,64,36026.268708
34,30.000000,6,36771.438332
34,30.000000,9,31692.479218
34,30.000000,12,48570.896584
