arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
20,4.073000,262144,1002590.108363
20,4.639000,32768,1277512.788307
20,5.649000,4096,2871699.954501
20,7.918000,512,5066012.665469
20,16.772000,64,9813265.206055
20,30.000000,6,10751564.329562
20,30.000000,9,10476704.000511
20,30.000000,12,10182394.672588
