arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
22,4.073000,262144,579059.567147
22,4.639000,32768,1182962.565671
22,5.649000,4096,2172504.564750
22,7.918000,512,4095679.773249
22,16.772000,64,7978568.326704
22,30.000000,6,8775699.219970
22,30.000000,9,8522376.350267
22,30.000000,12,8322511.361585
