arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
28,4.073000,262144,190434.550101
28,4.639000,32768,555042.980787
28,5.649000,4096,837069.024783
28,7.918000,512,1162202.806421
28,16.772000,64,2517383.854382
28,30.000000,6,3009909.732180
28,30.000000,9,2985546.804820
28,30.000000,12,2821362.108467
