arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
38,4.073000,262144,89925.601232
38,4.639000,32768,66113.646685
38,5.649000,4096,59429.308392
38,7.918000,512,42312.794590
38,16.772000,64,19415.716057
38,30.000000,6,19764.334595
38,30.000000,9,18510.568090
38,30.000000,12,17865.114805
