arrival_rate,bp_parameter,Rdynamic_sqrt_2_L2,Rdynamic_sqrt_6_L2,Rdynamic_sqrt_8_L2,Rdynamic_sqrt_10_L2,Dynamic_L2,RR_L2_Norm,SRPT_L2_Norm,SETF_L2_Norm,FCFS_L2_Norm,RMLF_L2_Norm,Rdynamic_sqrt_2_status,Rdynamic_sqrt_6_status,Rdynamic_sqrt_8_status,Rdynamic_sqrt_10_status,Dynamic_status,RMLF/FCFS_ratio,Rdynamic_sqrt_2/RR_ratio,Rdynamic_sqrt_2/SRPT_ratio,Rdynamic_sqrt_2/SETF_ratio,Rdynamic_sqrt_2/FCFS_ratio,Rdynamic_sqrt_2/RMLF_ratio,Rdynamic_sqrt_2/Dynamic_ratio,Rdynamic_sqrt_6/RR_ratio,Rdynamic_sqrt_6/SRPT_ratio,Rdynamic_sqrt_6/SETF_ratio,Rdynamic_sqrt_6/FCFS_ratio,Rdynamic_sqrt_6/RMLF_ratio,Rdynamic_sqrt_6/Dynamic_ratio,Rdynamic_sqrt_8/RR_ratio,Rdynamic_sqrt_8/SRPT_ratio,Rdynamic_sqrt_8/SETF_ratio,Rdynamic_sqrt_8/FCFS_ratio,Rdynamic_sqrt_8/RMLF_ratio,Rdynamic_sqrt_8/Dynamic_ratio,Rdynamic_sqrt_10/RR_ratio,Rdynamic_sqrt_10/SRPT_ratio,Rdynamic_sqrt_10/SETF_ratio,Rdynamic_sqrt_10/FCFS_ratio,Rdynamic_sqrt_10/RMLF_ratio,Rdynamic_sqrt_10/Dynamic_ratio,Dynamic/SRPT_ratio,Rdynamic_sqrt_2/Rdynamic_sqrt_6_ratio,Rdynamic_sqrt_2/Rdynamic_sqrt_8_ratio,Rdynamic_sqrt_2/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_6/Rdynamic_sqrt_8_ratio,Rdynamic_sqrt_6/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_8/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_2_checkpoint,Rdynamic_sqrt_6_checkpoint,Rdynamic_sqrt_8_checkpoint,Rdynamic_sqrt_10_checkpoint,Dynamic_checkpoint,run_timestamp
20.0,,15344170.97129757,15228363.751626076,15502751.406604925,15545742.515273016,9098358.468983073,14203503.757422743,9098358.468983073,20666005.646904435,21700308.778584026,15060484.518437248,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,0.6940216690971881,1.0803088613454772,1.6864768544355446,0.7424836339186802,0.707094591503725,1.0188364758459816,1.6864768544355446,1.0721554351452007,1.6737484902953221,0.7368798795381698,0.7017579292076667,1.011147000814171,1.6737484902953221,1.091473742773025,1.7039064199827767,0.7501571262237163,0.7144023416802505,1.0293660464659187,1.7039064199827767,1.09450053879479,1.7086315699990846,0.7522374076967125,0.7163834705713987,1.0322206099174107,1.7086315699990846,1.0,1.007604705374806,0.9897708199565277,0.987033649645399,0.9823007124488917,0.9795842004114549,0.9972345413140702,100,100,100,100,100,20250510120526
22.0,,13886108.780868094,13482824.366744492,13900842.947377939,14001637.674846968,8190546.797066054,12628533.650984742,8190546.797066054,20533479.10472356,22581559.67837016,13901622.760063589,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,0.6156183610904129,1.0995820389475932,1.6953823871493237,0.6762667305451275,0.6149313412646585,0.9988840166746531,1.6953823871493237,1.0676476572316165,1.6461445982549285,0.6566263952630841,0.5970723262157606,0.969874136239532,1.6461445982549285,1.100748775079994,1.6971813105759161,0.6769842984952396,0.6155838279272144,0.9999439049167778,1.6971813105759161,1.1087302819005558,1.7094875374941403,0.6818930977764018,0.6200474136540044,1.0071944776886552,1.7094875374941403,1.0,1.0299109743740567,0.9989400523000209,0.9917489013312769,0.9699285444619532,0.9629462409933311,0.9928012186995739,100,100,100,100,100,20250510120526
24.0,,13962130.492654694,13263040.0131212,13687553.613136461,13705601.261607386,7949297.927964016,12401033.48269857,7949297.927964016,18139997.263486706,19742190.866390385,13445161.13174554,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,0.6810369336786694,1.125884428272378,1.7563979384316135,0.7696875743613547,0.7072229514518668,1.0384502168358944,1.7563979384316135,1.0695108622700897,1.6684542626669607,0.7311489533583259,0.6718119636711922,0.9864545231671243,1.6684542626669607,1.103742976924689,1.7218569158147194,0.7545510296568569,0.6933148253793101,1.01802823179401,1.7218569158147194,1.1051983111511552,1.7241272607727864,0.755545938763445,0.6942289918258341,1.019370547315117,1.7241272607727864,1.0,1.0527096713002357,1.020060332713854,1.0187171088776605,0.9689854292437008,0.9677094612604918,0.9986831917749219,100,100,100,100,100,20250510120526
26.0,,12149475.256714217,11546250.45027337,12400792.374157831,12415028.355005719,7053240.360693091,10999316.741675138,7053240.360693091,16431749.098436236,19158764.31172136,11724390.579158133,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,0.6119596435551501,1.1045663600795548,1.7225381009871528,0.7393902611299273,0.6341471223841483,1.0362564411929212,1.7225381009871528,1.0497243348330867,1.6370136079041508,0.702679330185987,0.6026615423839917,0.9848060223103252,1.6370136079041508,1.1274147899726048,1.758169541940757,0.7546848664661012,0.6472647281626096,1.057691851054681,1.758169541940757,1.128709050441889,1.7601879023141285,0.7555512368544638,0.6480077813478914,1.0589060703142472,1.7601879023141285,1.0,1.0522442163400816,0.9797337855629825,0.978610351044069,0.9310897321637889,0.9300220764794259,0.9988533267552185,100,100,100,100,100,20250510120526
28.0,,11279902.440708518,10566895.649446152,11416890.802656211,11628736.486804789,6547839.392032,10245481.237896686,6547839.392032,15355766.095292868,15246695.152360298,10975037.297454664,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,0.719830572316234,1.1009636520523451,1.7226907633737807,0.7345711292233242,0.7398260624999975,1.027778050770229,1.7226907633737807,1.031371333770111,1.6137988452045573,0.6881386173683195,0.6930613843755065,0.9628118213226329,1.6137988452045573,1.114334264790475,1.743611918238146,0.7434921013908857,0.7488108530122211,1.0402598636547706,1.743611918238146,1.1350112519645854,1.7759654430369323,0.7572879408712434,0.7627053843865027,1.0595623660888815,1.7759654430369323,1.0,1.0674755211858022,0.9880012549549986,0.9700024119996101,0.9255493314333617,0.908688201975897,0.9817825707557343,100,100,100,100,100,20250510120526
30.0,,10065564.682016106,9212624.740203412,9951355.136330528,10073740.939066133,5888525.448719739,8714720.265283791,5780150.534506519,13570655.10067119,14779045.141718088,10043037.007818004,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,0.6795457292074071,1.155007203399698,1.7414018236941047,0.7417154593751538,0.6810700275624145,1.002243113729499,1.709352327619561,1.0571337300295327,1.5938382028643725,0.6788636710506161,0.6233572366727631,0.91731462634578,1.5645045301122689,1.1419018434789043,1.7216429013262933,0.7332995395217394,0.6733422248126152,0.9908711009014398,1.6899570568204159,1.1559454156200715,1.7428163641980612,0.7423179547587129,0.6816232606685877,1.0030572356971528,1.71074083432149,1.0187494968454955,1.092583814696208,1.0114767832240878,0.9991883594089344,0.9257658493736044,0.9145187270477348,0.9878510075377271,100,100,100,100,100,20250510120526
32.0,,10137330.058971543,9446775.40110926,9719568.993060494,9750848.65809192,5898959.351050404,8813230.466137715,5841517.006124693,17390923.102911618,26859204.469123784,10184591.308743712,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,0.3791843991675737,1.1502399827079637,1.735393400095008,0.582909256684272,0.37742480685252583,0.9953595339921403,1.7184946455286947,1.0718856652399773,1.6171784471746873,0.5432014934001786,0.35171463890409993,0.9275556686304123,1.6014308353264226,1.1028384007890322,1.6638775480529724,0.5588874687987797,0.3618710674857739,0.9543406012488704,1.647675193986507,1.1063875721345007,1.6692322641307702,0.5606860889666873,0.3630356464690191,0.9574118747131842,1.6529777674015715,1.0098334636132162,1.073099510525168,1.0429814394248673,1.039635668076839,0.9719335711134927,0.968815713621981,0.9967921084483793,100,100,100,100,100,20250510120526
34.0,,9055891.038685536,7985296.206635982,8640855.70901424,8618716.20057181,5097202.505297195,7654847.104680863,5097202.505297195,11143461.433660995,13077576.695780871,8799771.231546989,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,0.6728900496057498,1.1830270304351276,1.7766394466914608,0.8126640983680756,0.6924747030240836,1.0291052801714167,1.7766394466914608,1.0431686090442032,1.5666036808106754,0.7165902851796875,0.6106097782788934,0.9074436137622384,1.5666036808106754,1.12880839954732,1.6952153068343576,0.7754193578408998,0.6607382934945417,0.9819409484234045,1.6952153068343576,1.1259161786917404,1.6908718442351334,0.7734325866231565,0.6590453568781139,0.979425029786445,1.6908718442351334,1.0,1.1340707726232953,1.0480317394072818,1.0507238929719858,0.9241325715352043,0.9265064565075475,1.0025687710242694,100,100,100,100,100,20250510120526
36.0,,7018669.097532167,6206216.220775344,6953942.849076846,6945770.173067851,3924157.63401026,5790320.556408687,3924157.63401026,8222702.031923813,9281428.096743464,6868748.953245271,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,0.7400530265008766,1.2121382623219283,1.7885798054344462,0.853572106867413,0.7562057287277567,1.0218264119576046,1.7885798054344462,1.0718260172843708,1.5815410081865018,0.7547660363564598,0.6686703981419512,0.9035439005007018,1.5815410081865018,1.2009599090986889,1.7720855015628723,0.845700454920884,0.7492319906585008,1.0124031168428893,1.7720855015628723,1.1995484715229316,1.7700028441440767,0.8447065388118891,0.7483514498706167,1.011213282119765,1.7700028441440767,1.0,1.1309095345465296,1.0093078487787563,1.0104954414914247,0.8924744357942539,0.8935245575558893,1.0011766407187908,100,100,100,100,100,20250510120526
38.0,,6675663.6902091615,6303745.601228051,6653551.899023558,6702849.202173058,3872243.661309939,5662108.055073217,3908372.86076188,8380068.776110492,13371579.2813379,6691530.7950830655,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,0.500429354999385,1.1790067630778973,1.70804166542796,0.7966120408510049,0.4992427259154107,0.9976287780240713,1.7239782085280386,1.1133213177696124,1.612882349203302,0.7522307715657984,0.4714286524125015,0.942048358480251,1.6279310272266185,1.1751015406818337,1.7023841214900222,0.7939734239402895,0.49758908495645054,0.994324333665562,1.7182678780014407,1.183808068828242,1.7149973763932123,0.7998561087328098,0.5012758075276805,1.0016914525893401,1.7309988183712477,0.9907559486417838,1.0589995397194736,1.0033233063364018,0.9959441856524114,0.9474256302341546,0.9404576190054197,0.9926453211667782,100,100,100,100,100,20250510120526
40.0,,5798289.139317476,5538016.07262664,5854078.65564736,5873522.486243753,3233730.673002005,4763093.635737597,3200693.522806737,6274322.981424371,9441217.161414146,5436746.937706132,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,0.5758523339475641,1.2173367946858706,1.811572741345403,0.9241298473929012,0.6141463584817048,1.066499729664424,1.7930649536545002,1.1626930932188237,1.7302550316564733,0.8826475922617268,0.586578613535157,1.018626788423453,1.7125780198279383,1.2290496688379329,1.8290031875697454,0.9330215663074443,0.6200555029676397,1.076761291765643,1.810317323122268,1.2331318540904976,1.8350780680473184,0.9361205190795534,0.6221149652450099,1.0803376639637938,1.8163301400704224,1.0103218724191678,1.0469975282262751,0.9904699749334485,0.9871911025960182,0.9460098502920151,0.9428781596728548,0.9966895792700322,100,100,100,100,100,20250510120526
