arrival_rate,bp_parameter,Rdynamic_sqrt_2_L2,Rdynamic_sqrt_6_L2,Rdynamic_sqrt_8_L2,Rdynamic_sqrt_10_L2,Dynamic_L2,RR_L2_Norm,SRPT_L2_Norm,SETF_L2_Norm,FCFS_L2_Norm,RMLF_L2_Norm,Rdynamic_sqrt_2_status,Rdynamic_sqrt_6_status,Rdynamic_sqrt_8_status,Rdynamic_sqrt_10_status,Dynamic_status,RMLF/FCFS_ratio,Rdynamic_sqrt_2/RR_ratio,Rdynamic_sqrt_2/SRPT_ratio,Rdynamic_sqrt_2/SETF_ratio,Rdynamic_sqrt_2/FCFS_ratio,Rdynamic_sqrt_2/RMLF_ratio,Rdynamic_sqrt_2/Dynamic_ratio,Rdynamic_sqrt_6/RR_ratio,Rdynamic_sqrt_6/SRPT_ratio,Rdynamic_sqrt_6/SETF_ratio,Rdynamic_sqrt_6/FCFS_ratio,Rdynamic_sqrt_6/RMLF_ratio,Rdynamic_sqrt_6/Dynamic_ratio,Rdynamic_sqrt_8/RR_ratio,Rdynamic_sqrt_8/SRPT_ratio,Rdynamic_sqrt_8/SETF_ratio,Rdynamic_sqrt_8/FCFS_ratio,Rdynamic_sqrt_8/RMLF_ratio,Rdynamic_sqrt_8/Dynamic_ratio,Rdynamic_sqrt_10/RR_ratio,Rdynamic_sqrt_10/SRPT_ratio,Rdynamic_sqrt_10/SETF_ratio,Rdynamic_sqrt_10/FCFS_ratio,Rdynamic_sqrt_10/RMLF_ratio,Rdynamic_sqrt_10/Dynamic_ratio,Dynamic/SRPT_ratio,Rdynamic_sqrt_2/Rdynamic_sqrt_6_ratio,Rdynamic_sqrt_2/Rdynamic_sqrt_8_ratio,Rdynamic_sqrt_2/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_6/Rdynamic_sqrt_8_ratio,Rdynamic_sqrt_6/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_8/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_2_checkpoint,Rdynamic_sqrt_6_checkpoint,Rdynamic_sqrt_8_checkpoint,Rdynamic_sqrt_10_checkpoint,Dynamic_checkpoint,run_timestamp
20.0,,1132773.1695414577,1250771.8036696382,1241528.9200787875,1205245.2933623097,628540.3543035244,1521651.4134065004,628540.3543035244,1205245.4838550526,1180999.5716387876,1035797.0845030412,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,0.8770511940709179,0.7444367084084874,1.802228228920426,0.9398692504685536,0.9591647590266188,1.093624597413251,1.802228228920426,0.8219831379576958,1.9899626095695937,1.0377734830160632,1.0590789647231054,1.2075452058930427,1.9899626095695937,0.8159088928911737,1.975257295061836,1.0301046025144025,1.0512526421631192,1.1986217557992578,1.975257295061836,0.7920639922806916,1.917530489665732,0.9999998419469348,1.0205298310903517,1.1635920890244318,1.917530489665732,1.0,0.9056593426698744,0.9124017582043692,0.939869399017793,1.0074447589914088,1.037773647039369,1.030104765325618,80,30,60,100,100,20250419032925
20.0,,477426.4488054678,503818.89331683464,429592.5324898001,476558.9076116404,236970.77575726504,1521651.4134065004,628540.3543035244,1205245.4838550526,1180999.5716387876,1035797.0845030412,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,0.8770511940709179,0.3137554663302679,0.7595796284782645,0.3961238230724496,0.4042562421449295,0.4609266196520811,2.0147060213640327,0.3311000725119705,0.8015696842171867,0.4180218055705453,0.4266037900570291,0.4864069428797039,2.126080280181505,0.2823199378680806,0.6834764538958279,0.3564357122631331,0.3637533347227939,0.4147458405870216,1.812850260193444,0.3131853349676023,0.7581993810718928,0.395404018513587,0.4035216600039525,0.4600890606293661,2.0110450585678605,0.3770175998004911,0.9476152147895543,1.111347178309724,1.0018204280309757,1.1727831729216496,1.0572017126734918,0.901446863395712,80,30,60,100,100,20250419033422
20.0,,477414.2856639294,503818.89331683464,429592.8726329151,476555.0556567415,236970.77575726504,1521651.4134065004,628540.3543035244,1205245.4838550526,1180999.5716387876,1035797.0845030412,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,0.8770511940709179,0.313747472947926,0.7595602770691544,0.3961137312349764,0.4042459431221098,0.4609148768679776,2.0146546937625613,0.3311000725119705,0.8015696842171867,0.4180218055705453,0.4266037900570291,0.4864069428797039,2.126080280181505,0.2823201614035841,0.6834769950593549,0.3564359944820831,0.3637536227356968,0.4147461689748111,1.8128516955734555,0.3131828035370362,0.7581932526588601,0.3954008225216082,0.4035183983982827,0.4600853417977952,2.0110288035892174,0.3770175998004911,0.947591072897101,1.1113179851842594,1.0018030026058664,1.1727822443351972,1.0572102579470504,0.9014548634698508,80,30,60,100,100,20250419033511
20.0,,477421.7796948522,503818.89331683464,429591.3306120132,476559.9980075961,236970.77575726504,1521651.4134065004,628540.3543035244,1205245.4838550526,1180999.5716387876,1035797.0845030412,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,0.8770511940709179,0.3137523978807042,0.759572199980502,0.3961199490810693,0.4042522886205357,0.4609221119056456,2.014686318045762,0.3311000725119705,0.8015696842171867,0.4180218055705453,0.4266037900570291,0.4864069428797039,2.126080280181505,0.2823191480171486,0.6834745417229997,0.356434715057333,0.3637523170443664,0.4147446802460582,1.812845188353749,0.3131860515548221,0.7582011158784939,0.3954049232221882,0.4035225832862143,0.4600901133413037,2.0110496599620715,0.3770175998004911,0.9476059473510412,1.1113394188255563,1.0018083382802985,1.1727864540447637,1.0571992937367858,0.9014422788485192,80,30,60,100,100,20250419033600
20.0,,477427.407470497,503818.89331683464,429585.7533496659,476557.1853922675,236970.77575726504,1521651.4134065004,628540.3543035244,1205245.4838550526,1180999.5716387876,1035797.0845030412,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,0.8770511940709179,0.31375609634646,0.7595811537025762,0.3961246184830461,0.4042570538852995,0.460927545185705,2.0147100668630022,0.3311000725119705,0.8015696842171867,0.4180218055705453,0.4266037900570291,0.4864069428797039,2.126080280181505,0.282315482747759,0.6834656683669629,0.3564300875665671,0.3637475945512502,0.4147392957335598,1.81282165269907,0.3131842031582025,0.7581966410419788,0.3954025895769961,0.4035202017313042,0.4600873979297904,2.011037790923285,0.3770175998004911,0.947617117586456,1.111366947688067,1.0018260601348676,1.172801680196191,1.0572055332711587,0.9014358958748296,80,30,60,100,100,20250419033650
20.0,,477425.3136941945,503818.89331683464,429595.7462906261,476558.32897243544,236970.77575726504,1521651.4134065004,628540.3543035244,1205245.4838550526,1180999.5716387876,1035797.0845030412,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,0.8770511940709179,0.3137547203570027,0.7595778225301412,0.3961228812632593,0.4042552810004037,0.4609255237701846,2.014701231274328,0.3311000725119705,0.8015696842171867,0.4180218055705453,0.4266037900570291,0.4864069428797039,2.126080280181505,0.2823220499160816,0.6834815670135522,0.356438378774536,0.3637560559776556,0.4147489433190857,1.8128638222068003,0.3131849546970622,0.7581984604640098,0.3954035384128833,0.4035211700467849,0.460088501987897,2.0110426167511295,0.3770175998004911,0.9476129617750516,1.1113362220565637,1.0018192625520332,1.172774399344252,1.05720299633243,0.901454701708664,80,30,60,100,100,20250419033738
20.0,,477425.3681519238,503818.89331683464,429583.0975585515,476560.52142933535,236970.77575726504,1521651.4134065004,628540.3543035244,1205245.4838550526,1180999.5716387876,1035797.0845030412,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,0.8770511940709179,0.3137547561455735,0.7595779091717211,0.3961229264471907,0.4042553271119609,0.4609255763458581,2.014701461082114,0.3311000725119705,0.8015696842171867,0.4180218055705453,0.4266037900570291,0.4864069428797039,2.126080280181505,0.2823137374129924,0.6834614430358505,0.3564278840394433,0.3637453457857314,0.4147367317264255,1.8128104454474336,0.3131863955375074,0.7582019486360657,0.3954053575086022,0.4035230264885251,0.4600906186736193,2.011051868764982,0.3770175998004911,0.9476130698649428,1.1113690712350512,1.0018147678703946,1.1728089307521343,1.0571981325808189,0.9014240127783022,80,30,60,100,100,20250419033826
20.0,,477427.8256187002,503818.89331683464,429590.1025908302,476557.1307660814,236970.77575726504,1521651.4134065004,628540.3543035244,1205245.4838550526,1180999.5716387876,1035797.0845030412,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,0.8770511940709179,0.3137563711454051,0.7595818189712423,0.396124965423324,0.4042574079482587,0.4609279488827316,2.0147118314189982,0.3311000725119705,0.8015696842171867,0.4180218055705453,0.4266037900570291,0.4864069428797039,2.126080280181505,0.2823183409852803,0.6834725879563488,0.3564336961601876,0.3637512772292703,0.4147434946652129,1.8128400061907624,0.3131841672589252,0.7581965541323863,0.395402544253295,0.4035201554771079,0.460087345191482,2.0110375604046236,0.3770175998004911,0.947617947543825,1.11135666939104,1.0018270524065376,1.172789806558241,1.0572056544551731,0.9014451255828444,80,30,60,100,100,20250419033914
20.0,,477412.9028157911,503818.89331683464,429596.94667676586,476551.39171447186,236970.77575726504,1521651.4134065004,628540.3543035244,1205245.4838550526,1180999.5716387876,1035797.0845030412,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,0.8770511940709179,0.3137465641667649,0.7595580769747151,0.3961125838769013,0.4042447722087822,0.4609135418109871,2.014648858240718,0.3311000725119705,0.8015696842171867,0.4180218055705453,0.4266037900570291,0.4864069428797039,2.126080280181505,0.2823228387867317,0.683483476813188,0.3564393747427066,0.3637570723930452,0.4147501022199532,1.8128688877518488,0.3131803956647487,0.7581874233716162,0.3953977825249281,0.4035152959904938,0.4600818044811485,2.0110133420106413,0.3770175998004911,0.9475883281645062,1.1113042271573743,1.0018078031379152,1.1727711223606865,1.0572183862568598,0.9014703432744584,80,30,60,100,100,20250419034003
20.0,,477425.5337683564,503818.89331683464,429585.21956301056,476557.7288954613,236970.77575726504,1521651.4134065004,628540.3543035244,1205245.4838550526,1180999.5716387876,1035797.0845030412,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,0.8770511940709179,0.313754864985503,0.7595781726654354,0.3961230638602196,0.4042554673460783,0.4609257362385968,2.014702159971806,0.3311000725119705,0.8015696842171867,0.4180218055705453,0.4266037900570291,0.4864069428797039,2.126080280181505,0.2823151319534505,0.6834648191189365,0.3564296446803148,0.3637471425725466,0.414738780394539,1.8128194001569424,0.313184560338033,0.7581975057488988,0.3954030405251234,0.4035206619373931,0.4600879226495468,2.0110400844685214,0.3770175998004911,0.9476133985870984,1.1113639669772872,1.0018209858329366,1.1728031374760457,1.05720432755242,0.9014337477196708,80,30,60,100,100,20250419034050
