arrival_rate,Rdynamic_sqrt_2_L2,Rdynamic_sqrt_6_L2,Rdynamic_sqrt_8_L2,Rdynamic_sqrt_10_L2,Dynamic_L2,RR_L2_Norm,SRPT_L2_Norm,SETF_L2_Norm,FCFS_L2_Norm,RMLF_L2_Norm,RMLF/FCFS_ratio,Rdynamic_sqrt_2/RR_ratio,Rdynamic_sqrt_2/SRPT_ratio,Rdynamic_sqrt_2/SETF_ratio,Rdynamic_sqrt_2/FCFS_ratio,Rdynamic_sqrt_2/RMLF_ratio,Rdynamic_sqrt_2/Dynamic_ratio,Rdynamic_sqrt_6/RR_ratio,Rdynamic_sqrt_6/SRPT_ratio,Rdynamic_sqrt_6/SETF_ratio,Rdynamic_sqrt_6/FCFS_ratio,Rdynamic_sqrt_6/RMLF_ratio,Rdynamic_sqrt_6/Dynamic_ratio,Rdynamic_sqrt_8/RR_ratio,Rdynamic_sqrt_8/SRPT_ratio,Rdynamic_sqrt_8/SETF_ratio,Rdynamic_sqrt_8/FCFS_ratio,Rdynamic_sqrt_8/RMLF_ratio,Rdynamic_sqrt_8/Dynamic_ratio,Rdynamic_sqrt_10/RR_ratio,Rdynamic_sqrt_10/SRPT_ratio,Rdynamic_sqrt_10/SETF_ratio,Rdynamic_sqrt_10/FCFS_ratio,Rdynamic_sqrt_10/RMLF_ratio,Rdynamic_sqrt_10/Dynamic_ratio,Dynamic/SRPT_ratio,Rdynamic_sqrt_2/Rdynamic_sqrt_6_ratio,Rdynamic_sqrt_2/Rdynamic_sqrt_8_ratio,Rdynamic_sqrt_2/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_6/Rdynamic_sqrt_8_ratio,Rdynamic_sqrt_6/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_8/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_2_checkpoint,Rdynamic_sqrt_6_checkpoint,Rdynamic_sqrt_8_checkpoint,Rdynamic_sqrt_10_checkpoint,Dynamic_checkpoint
20.0,15460360.69209584,15648051.936465273,15526969.423226533,15450562.927587869,9054636.868050534,31142057.64553203,8649700.512016645,19159394.592262253,19411637.786349405,14391777.730968922,0.7413994578597313,0.49644634494194856,1.7873868199965361,0.8069336751558783,0.7964480309316213,1.0742495458936592,1.707452316132967,0.5024732827411713,1.8090859810378555,0.8167299786593947,0.8061170370420393,1.0872911066985866,1.7281810595496916,0.49858521231830666,1.79508751796153,0.8104102323513543,0.7998794122433792,1.0788777949102737,1.714808627832857,0.49613172974794006,1.7862540912397011,0.8064222934177555,0.7959432943083745,1.073568756856257,1.70637024463184,1.0468150724376328,0.9880054561979023,0.99571012672756,1.0006341364100384,1.007798206458603,1.0127819944038916,1.0049452240670298,80,30,60,100,100
22.0,13293486.616878713,13510824.82998447,13439835.475196501,13411925.985546492,7815107.26946905,34994919.230575375,8332283.524608305,18990535.932841625,22346239.35860878,14179338.588877091,0.6345290749521383,0.37986904696908325,1.5954193802477012,0.7000058694441257,0.5948869697288668,0.9375251556025835,1.7009986118567837,0.3860796117563243,1.6215032517895032,0.711450423398493,0.604612911065928,0.9528529659756462,1.7288086220859231,0.384051050000824,1.612983455916222,0.7077122795652164,0.6014361190496633,0.9478464309851032,1.719725016149342,0.3832535202375427,1.6096338951904519,0.706242627010454,0.6001871621579858,0.9458781100034812,1.7161537933000994,0.9379310301177531,0.983913771672665,0.9891108147426448,0.9911691006351051,1.0052820107001295,1.0073739479732111,1.0020809456956508,80,30,60,100,100
24.0,13341927.305387862,13315056.736741425,13214754.508432513,13152933.596452355,7683825.1240492845,34312306.61915082,7706725.33657571,17904019.22101465,20338399.23791538,12926149.48043202,0.6355539258141196,0.3888379599039051,1.731205761553196,0.7451917438587152,0.6559969223396642,1.0321656364554084,1.7363652985320448,0.38805484237861926,1.7277191226147468,0.7436909317608988,0.654675748124717,1.030086860506924,1.73286826831433,0.3851316279931157,1.7147042266727721,0.7380887132271304,0.6497440803402668,1.022327223465688,1.719814583894186,0.38332991548610357,1.7066825431067627,0.7346358063006457,0.6467044649183751,1.0175445995239067,1.7117689931913644,0.9970285417571919,1.002018058892103,1.0096235459292262,1.0143689396399358,1.0075901696278133,1.0123260061415347,1.0047001614907287,80,30,60,100,100
26.0,12001199.021164186,12360196.647198575,12323665.608603058,12370364.376491768,6829144.358220216,43071658.483011074,7278498.633099343,24708467.869261764,28010000.26812044,12128128.185333382,0.43299279076184094,0.2786333158240904,1.648856395546758,0.4857119868647993,0.4284612247870394,0.9895343154170573,1.7573503196953784,0.2869682079243328,1.6981794282394933,0.5002413226347843,0.4412779910347349,1.0191347302995886,1.8099187832104693,0.2861200623018482,1.6931603933482329,0.49876284008423477,0.4399737768881505,1.0161226382407584,1.804569498339731,0.2872042733476599,1.6995763824474608,0.5006528305173042,0.44164099457617956,1.0199730896191652,1.8114076563049375,0.9382627795194375,0.9709553467245398,0.9738335493934727,0.9701572771753488,1.0029642997266994,0.9991780574133681,0.996224948072067,80,30,60,100,100
28.0,10825488.470489634,11288693.70527611,11233004.105481481,11155237.846610116,6236099.288720474,30472420.497029,6358083.609135067,13744762.062330252,14232150.246903803,10710943.17473326,0.7525878373201843,0.35525528638412884,1.7026338651690518,0.7876082846249219,0.7606361851642701,1.0106942305535316,1.7359390813533397,0.3704560885268938,1.7754868289333154,0.8213087759601604,0.7931825837583438,1.0539402105974889,1.8102171217341747,0.36862854746234147,1.7667279633351003,0.8172570797909517,0.7892696402586964,1.0487408925835535,1.8012869239909546,0.36607652640188953,1.7544968786793977,0.8115991965537805,0.7838055144925786,1.0414804433772864,1.7888165871231587,0.9808142943827711,0.958967330775395,0.9637215805170953,0.9704399511104385,1.0049576764391506,1.0119635153011595,1.006971277523679,80,30,60,100,100
30.0,10169383.416840887,10339027.310651407,10196337.55071772,10158425.830166051,6078562.669530109,33910557.326106615,5985442.979643528,14123903.11188338,16703424.360454535,10182815.54598442,0.6096244294728154,0.29988841879079986,1.6990193460077936,0.7200122612201091,0.608820275255472,0.9986809022433063,1.6729914569799131,0.304891105481529,1.72736209263281,0.7320233811256107,0.618976509698761,1.0153407241800219,1.7009000108656682,0.3006832784452026,1.7035226273803679,0.7219206666844707,0.6104339643586866,1.0013279239589714,1.6774257509639081,0.2995652867770892,1.6971886399577816,0.7192364426246376,0.6081642668563334,0.9976048161033431,1.6711887961749563,1.015557693925626,0.9835918903477747,0.9973564886663705,1.001078669752384,1.0139942169650555,1.0177784908316256,1.003732046794011,80,30,60,100,100
32.0,9358208.967141114,9180818.610381037,9115075.309873616,9091802.560955005,5422154.734713682,34172173.23966345,5473690.404786793,12347612.215265265,16089708.843796397,9569350.77307583,0.5947497786304208,0.2738546624327391,1.7096708573355326,0.7578962477920733,0.5816269926319578,0.9779356185240088,1.7259206763739243,0.26866358618728153,1.6772630403707756,0.7435298785161764,0.5706019107934837,0.9593982735184124,1.6932048345289121,0.2667397020946212,1.6652522586776919,0.738205504915737,0.5665158641691678,0.9525280790750867,1.6810798945882424,0.26605865823020586,1.6610005112828705,0.7363207073927115,0.565069427248242,0.9500960698959383,1.6767877358326808,0.9905848401604808,1.0193218452828918,1.0266737957726066,1.029301824847165,1.007212589942752,1.0097908031800331,1.0025597508043738,80,30,60,100,100
34.0,8275571.07298527,8191900.581333057,8129507.079157562,8152778.81791143,4744363.596060172,35516878.405086614,5059881.327592871,10347514.095046405,15873279.089399455,8374597.405985855,0.5275908877314837,0.23300389686837086,1.6355267124263158,0.799764174947776,0.5213523322041184,0.9881753918188587,1.744295289648014,0.23064810166875024,1.618990654318404,0.7916781273344397,0.5160811786396295,0.9781844050769279,1.7266595224986128,0.2288913734601541,1.6066596334631822,0.7856483213730867,0.5121504531843478,0.9707340765237131,1.7135084431362915,0.22954660386887535,1.6112588991864634,0.7878973387254775,0.5136165484141235,0.9735129251806329,1.718413577045757,0.9376432546328513,1.010213807018468,1.017967140246693,1.015061399041523,1.0076749428431473,1.0047985802504145,0.997145545184822,80,30,60,100,100
36.0,7912174.858010881,8238933.6810133355,7905082.968772583,7871815.60703282,4585818.055621374,33852385.64133382,4294484.111411638,8689218.967562044,13186072.428820873,7186491.127669817,0.5450061924400068,0.23372576874907458,1.8424040356759113,0.9105737682003449,0.6000403001516355,1.100978866800099,1.7253573434541305,0.24337822947856247,1.9184920626717885,0.948178853792305,0.6248209029252297,1.1464473460895745,1.7966115491463752,0.23351627423032967,1.840752640757613,0.9097575971192876,0.5995024683388208,1.0999920306498403,1.7238108605469848,0.23253355584550944,1.8330061080247608,0.9059290180647197,0.5969795516841958,1.0953628783766711,1.7165564598410992,1.067839101659634,0.9603396706839051,1.0008971302725491,1.005127057465879,1.0422324109132772,1.0466370266158833,1.0042261357989688,80,30,60,100,100
38.0,6801081.480902811,6732788.227139224,6757631.626908598,6735910.3451386355,3941861.058025384,36373479.52398698,4164214.7974154735,8499563.070551863,14562090.52574729,7064155.677605499,0.4851058757748647,0.1869791279225224,1.6332206218382184,0.800168364473496,0.46704018690707844,0.9627592866424681,1.7253478447841868,0.18510157167392238,1.6168205903590611,0.7921334510083322,0.4623503895429681,0.9530917117927112,1.7080227151669098,0.18578458028608966,1.6227865169449789,0.7950563541697251,0.46405642204739783,0.9566085368604444,1.7143251696176556,0.18518740668449243,1.617570339867984,0.7925007778901373,0.4625647899406233,0.9535336779868183,1.7088147567821401,0.946603681556462,1.0101433836116072,1.0064297458626181,1.0096751786209877,0.9963236528504383,0.9995364965031542,1.0032246987648281,80,30,60,100,100
