arrival_rate,Rdynamic_sqrt_2_L2,Rdynamic_sqrt_6_L2,Rdynamic_sqrt_8_L2,Rdynamic_sqrt_10_L2,Dynamic_L2,RR_L2_Norm,SRPT_L2_Norm,SETF_L2_Norm,FCFS_L2_Norm,RMLF_L2_Norm,RMLF/FCFS_ratio,Rdynamic_sqrt_2/RR_ratio,Rdynamic_sqrt_2/SRPT_ratio,Rdynamic_sqrt_2/SETF_ratio,Rdynamic_sqrt_2/FCFS_ratio,Rdynamic_sqrt_2/RMLF_ratio,Rdynamic_sqrt_2/Dynamic_ratio,Rdynamic_sqrt_6/RR_ratio,Rdynamic_sqrt_6/SRPT_ratio,Rdynamic_sqrt_6/SETF_ratio,Rdynamic_sqrt_6/FCFS_ratio,Rdynamic_sqrt_6/RMLF_ratio,Rdynamic_sqrt_6/Dynamic_ratio,Rdynamic_sqrt_8/RR_ratio,Rdynamic_sqrt_8/SRPT_ratio,Rdynamic_sqrt_8/SETF_ratio,Rdynamic_sqrt_8/FCFS_ratio,Rdynamic_sqrt_8/RMLF_ratio,Rdynamic_sqrt_8/Dynamic_ratio,Rdynamic_sqrt_10/RR_ratio,Rdynamic_sqrt_10/SRPT_ratio,Rdynamic_sqrt_10/SETF_ratio,Rdynamic_sqrt_10/FCFS_ratio,Rdynamic_sqrt_10/RMLF_ratio,Rdynamic_sqrt_10/Dynamic_ratio,Dynamic/SRPT_ratio,Rdynamic_sqrt_2/Rdynamic_sqrt_6_ratio,Rdynamic_sqrt_2/Rdynamic_sqrt_8_ratio,Rdynamic_sqrt_2/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_6/Rdynamic_sqrt_8_ratio,Rdynamic_sqrt_6/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_8/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_2_checkpoint,Rdynamic_sqrt_6_checkpoint,Rdynamic_sqrt_8_checkpoint,Rdynamic_sqrt_10_checkpoint,Dynamic_checkpoint
20.0,7774880.367227604,7875308.291941188,15224385.227490434,7217044.125432033,4356795.657089049,13445752.692853715,480272.7662755822,781669.2853732965,2112955.917246264,753994.37724495,0.3568434017438483,0.5782406195348123,16.188468123063114,9.946508725252787,3.6796226100922698,10.311589319321648,1.7845409744147411,0.5857097383716449,16.397574138988986,10.074987516210555,3.727152198331133,10.444783846687411,1.8075918431306461,1.132282109842913,31.699455593854406,19.476760200728403,7.205254545647031,20.191642917974296,3.494399651890596,0.5367527047606506,15.026969322867805,9.232861339799783,3.4156150947236683,9.57174793770038,1.6565027817379967,9.071502618970289,0.9872477468829566,0.5106859982226818,1.0772942817170563,0.517282515797148,1.0912096635504152,2.1095042461832056,80,30,60,100,100
22.0,37431156.51177553,31143756.536446292,37861597.15725257,36723269.35797494,11996800.434807315,17135226.950626828,5865491.462387529,11713166.89640402,4295010.913400919,10617555.21671524,2.4720671101410403,2.1844564194935425,6.381589122037406,3.1956478416837903,8.715031758123382,3.525402575994856,3.1200949549159294,1.8175281031400063,5.309658489174465,2.658867308209151,7.25114724138983,2.9332323591231817,2.5960052186986724,2.209576638018649,6.4549743870637455,3.2323962846355587,8.815250512896279,3.565943042862351,3.1559745753043926,2.143144614529401,6.260902363163078,3.135212678413137,8.550215610254725,3.458731187021417,3.0610886258828365,2.045318881075322,1.2018831597264559,0.988631207402866,1.0192762563403648,0.8225684829695715,0.8480660104867003,1.03099745254654,80,30,60,100,100
24.0,2405261.168355081,2404814.843019118,2759860.3562745736,2757685.1100883917,1607128.0720552423,16194100.60562185,383706.27789886366,568857.6232722913,2251009.511590077,556119.9233303911,0.24705356439722764,0.14852699924070403,6.268495739830073,4.2282305272083365,1.0685255464140813,4.325076422277564,1.4966207175257433,0.14849943825742792,6.267332544538073,4.227445927832845,1.0683272685597829,4.3242738519735004,1.4963430014284864,0.17042381194769635,7.192638002659969,4.851583671145653,1.2260545066844486,4.962707215643018,1.7172622420471964,0.17028948857654064,7.186968962794128,4.847759786051753,1.2250881641723526,4.958795746021223,1.715908743079687,4.1884330922488715,1.0001855965490478,0.8715155326198635,0.8722029790696392,0.87135381235929,0.8720411312450524,1.0007887942601656,80,30,60,100,100
26.0,35961825.06827903,36917510.84877294,35800223.02439894,35287650.234644145,15087670.675423628,15939930.166027425,227688.36168983253,506875.4840846024,804912.5845239345,461621.5698069145,0.5735052211662718,2.256084229586151,157.94318515615598,70.94804581686309,44.677926224185754,77.90325977038079,2.3835239939891717,2.316039685509713,162.1405265283768,72.83349068547781,45.86524246059316,79.97353950382924,2.446866162641529,2.245946039380995,157.23343414964546,70.62922581283007,44.477156541878365,77.55318504586633,2.372813126330632,2.213789512695123,154.98223085602677,69.61798576305635,43.84035100596051,76.44281061087364,2.338840169153768,66.26456689945681,0.9741129410265839,1.0045139954510884,1.0191051211727609,1.0312089626819514,1.0461878476830022,1.014525557421547,80,30,60,100,100
28.0,36875843.67022762,36775000.27717404,36744099.4974668,36741228.76466737,25489407.90758118,19728324.052442443,341687.30872978,550592.8000737024,4180810.464540219,529096.0934272715,0.1265534751969337,1.869182783707481,107.92277830661398,66.9748018232193,8.820262000153361,69.69592882714508,1.44671244635933,1.8640711790528985,107.62764474303955,66.79164760645497,8.796141463260124,69.5053332164303,1.4427561601474566,1.8625048635551857,107.53720890033263,66.73552486074688,8.788750365297343,69.44693025316691,1.4415438613047658,1.8623593502925386,107.52880726314538,66.73031096619714,8.788063720249982,69.44150452268978,1.4414312367663753,74.59863815936816,1.0027421724620942,1.0035854511217481,1.0036638650934206,1.0008409725678369,1.0009191721028978,1.0000781338266562,80,30,60,100,100
30.0,11179201.106751867,18474476.898639962,17655127.787909485,11463360.968120003,6634476.041468912,51819513.9588647,10209509.95814035,27841066.57475677,34656653.287307546,16733909.82722445,0.48284840687005925,0.21573342265668732,1.0949792059155936,0.40153638068190756,0.32257012857170697,0.668056731641065,1.6850164258452467,0.3565158274796894,1.8095361064719568,0.6635692942665707,0.5330715792285099,1.1040143689900717,2.7846173206693208,0.34070423358128094,1.729282586558674,0.6341397783918674,0.5094296798235679,1.0550509695699628,2.6611186290455784,0.22121706848157308,1.1228120659189835,0.4117428812340732,0.3307694159931559,0.6850378116338494,1.7278472175448458,0.6498329565934792,0.605115975304007,0.6331985381837657,0.9752114705138925,1.046408563029013,1.6116108486872316,1.5401353788831214,80,30,60,100,100
32.0,9926277.947381346,19714479.882948194,19587611.5763976,9908406.167161152,5769396.245914471,39204333.68278831,2242505.909671812,4589392.794013278,20895626.662257276,3623135.5074727754,0.17339204829961208,0.253193384886917,4.4264222023094,2.162873912280917,0.47504093118732277,2.739692712819666,1.7205054955985248,0.5028648118971435,8.791272209326479,4.295661924746369,0.9434739719272202,5.441275889981692,3.4170785022624797,0.49962873326417623,8.734697862742411,4.268018113844829,0.9374024475551013,5.406259726139924,3.3950886265210736,0.25273752252321,4.418452644618108,2.1589797630933583,0.47418564311632777,2.7347600294620236,1.7174078092101355,2.572745169157131,0.5035018933452544,0.5067630583068213,1.001803698790571,1.0064769666304525,1.9896721582010573,1.9768680498096325,80,30,60,100,100
34.0,3700542.1462723142,3702000.577666618,3682671.471823417,3645732.7061425634,2140650.4962218846,41124380.59131031,5510263.411825518,12620924.42876032,21657520.724359974,8984033.623796718,0.4148228108904287,0.08998414305732422,0.671572639945056,0.29320690153564266,0.17086637909158336,0.411902081095333,1.7286998287686577,0.09001960696883689,0.6718373153852851,0.29332245815770597,0.17093371973564253,0.41206441701874724,1.7293811316702186,0.08954959123692129,0.6683294783911917,0.29179094547396356,0.1700412304203046,0.4099129217491834,1.7203515839335304,0.08865137064004598,0.6616258486515354,0.2888641578294168,0.16833564434925885,0.4058013202984708,1.7030957237424118,0.3884842404498952,0.9996060423644713,1.0048526387937746,1.0150338613791967,1.0052486641806335,1.0154338993172074,1.0101320553804225,80,30,60,100,100
36.0,2674145.079672648,2690154.535717986,2673041.355828976,2651285.445835302,1426065.5317123404,50761703.4598098,12275677.952185169,26879139.37545544,29813193.603690583,20237194.14174845,0.6787999437686301,0.0526803652637442,0.21784092822316414,0.09948774930325824,0.08969669989804832,0.1321401109729932,1.8751908802267192,0.052995749794880226,0.21914508886567174,0.1000833582556772,0.09023369221957392,0.1329312016712986,1.88641719184377,0.05265862202487622,0.21775101678625847,0.09944668683365104,0.08965967857593356,0.13208557160177695,1.8744169159038127,0.05223003298016658,0.2159787391101566,0.09863728926739042,0.08892993756653761,0.1310105258300515,1.8591610181137928,0.11617000195565487,0.9940488712329438,1.0004129093780256,1.0086220945667146,1.0064021380932593,1.0146604696766017,1.008205796938179,80,30,60,100,100
38.0,6730234.638932229,10648582.924597526,10259546.420785392,9003404.98859598,3874349.1171705215,46079558.09844984,4872844.877477427,11300084.77824954,24048453.215943266,7994435.570705789,0.33243034381129194,0.1460568398801255,1.3811715349363503,0.5955915173208806,0.27986143551512593,0.8418648920749323,1.7371265302615246,0.23109125529907706,2.1852907679897418,0.9423454012569864,0.44279699941524286,1.3319993425949164,2.7484830619431375,0.22264854187328964,2.105453113889509,0.9079176503642715,0.426619804968732,1.2833359316046908,2.6480696784181514,0.1953882667312051,1.8476691162918486,0.7967555257572738,0.3743860325547692,1.1262089623421798,2.3238496883758533,0.7950897708806592,0.6320310116931925,0.6559972890514018,0.7475210375915528,1.0379194642585723,1.182728416425273,1.1395184859262117,80,30,60,100,100
40.0,101993.21728607896,102202.19011107496,102090.31270867381,100145.62549109668,89900.26190729368,53793784.627580166,4645561.133966058,12666274.502227835,30863819.783586737,7509129.310719852,0.2432987674038059,0.0018960037482431912,0.021954983336750156,0.008052345404968103,0.003304620685360487,0.013582562380498082,1.1345152408038108,0.001899888450285309,0.02199996667008057,0.008068843770368225,0.0033113914877582877,0.013610391549014021,1.1368397370907237,0.0018978087043969004,0.021975884024480846,0.008060011070399385,0.003307766615555637,0.013595492697526482,1.1355952757284586,0.0018616579254353456,0.021557272114854142,0.007906478378743675,0.0032447579785426866,0.013336516305310017,1.1139636678074214,0.019351862846015994,0.9979552999327227,0.999048926190755,1.018449051428078,1.0010958669773145,1.0205357409262086,1.019418593753254,80,30,60,100,100
