arrival_rate,bp_L,bp_H,FCFS_percentage,RMLF_percentage,total_rounds
40.00,30.00,9.00,100.00,0.00,397
38.00,30.00,18.00,100.00,0.00,397
40.00,16.77,64.00,100.00,0.00,397
36.00,30.00,15.00,100.00,0.00,397
32.00,30.00,18.00,100.00,0.00,397
36.00,30.00,12.00,100.00,0.00,397
32.00,16.77,64.00,100.00,0.00,397
40.00,30.00,12.00,100.00,0.00,397
38.00,16.77,64.00,100.00,0.00,397
34.00,30.00,15.00,100.00,0.00,397
40.00,30.00,15.00,100.00,0.00,397
36.00,30.00,9.00,100.00,0.00,397
36.00,30.00,6.00,100.00,0.00,397
40.00,30.00,6.00,100.00,0.00,397
36.00,30.00,18.00,100.00,0.00,397
38.00,30.00,12.00,100.00,0.00,397
32.00,30.00,6.00,100.00,0.00,397
40.00,30.00,18.00,100.00,0.00,397
32.00,30.00,15.00,100.00,0.00,397
34.00,30.00,9.00,100.00,0.00,397
34.00,30.00,18.00,100.00,0.00,397
34.00,30.00,6.00,100.00,0.00,397
36.00,16.77,64.00,100.00,0.00,397
38.00,30.00,9.00,100.00,0.00,397
32.00,30.00,12.00,100.00,0.00,397
38.00,30.00,6.00,100.00,0.00,397
38.00,30.00,15.00,100.00,0.00,397
32.00,30.00,9.00,100.00,0.00,397
30.00,30.00,12.00,100.00,0.00,397
34.00,30.00,12.00,100.00,0.00,397
34.00,16.77,64.00,100.00,0.00,397
30.00,30.00,6.00,100.00,0.00,397
30.00,16.77,64.00,100.00,0.00,397
30.00,30.00,9.00,100.00,0.00,397
30.00,30.00,15.00,100.00,0.00,397
40.00,7.92,512.00,22.92,77.08,397
26.00,30.00,18.00,100.00,0.00,396
30.00,30.00,18.00,100.00,0.00,397
24.00,16.77,64.00,100.00,0.00,397
26.00,30.00,12.00,100.00,0.00,396
30.00,4.64,32768.00,17.57,82.43,387
28.00,16.77,64.00,100.00,0.00,397
32.00,7.92,512.00,27.46,72.54,397
26.00,30.00,9.00,100.00,0.00,397
24.00,30.00,12.00,100.00,0.00,396
38.00,4.07,262144.00,14.86,85.14,397
40.00,5.65,4096.00,19.70,80.30,396
22.00,16.77,64.00,100.00,0.00,395
38.00,4.64,32768.00,17.72,82.28,395
22.00,4.64,32768.00,17.38,82.62,397
36.00,4.64,32768.00,15.62,84.38,397
28.00,30.00,6.00,100.00,0.00,397
36.00,7.92,512.00,26.95,73.05,397
26.00,16.77,64.00,100.00,0.00,397
38.00,7.92,512.00,23.68,76.32,397
36.00,5.65,4096.00,22.42,77.58,397
28.00,30.00,18.00,100.00,0.00,397
24.00,4.64,32768.00,16.80,83.20,387
24.00,30.00,18.00,100.00,0.00,397
20.00,7.92,512.00,25.51,74.49,396
34.00,7.92,512.00,22.67,77.33,397
24.00,30.00,6.00,100.00,0.00,396
22.00,30.00,9.00,100.00,0.00,396
34.00,4.07,262144.00,13.85,86.15,397
30.00,7.92,512.00,24.30,75.70,395
26.00,7.92,512.00,27.02,72.98,396
28.00,30.00,12.00,100.00,0.00,397
22.00,30.00,12.00,100.00,0.00,396
40.00,4.07,262144.00,14.36,85.64,397
22.00,7.92,512.00,25.76,74.24,396
22.00,5.65,4096.00,21.77,78.23,395
24.00,30.00,9.00,100.00,0.00,397
28.00,30.00,15.00,100.00,0.00,397
40.00,4.64,32768.00,18.89,81.11,397
26.00,30.00,6.00,100.00,0.00,397
26.00,4.07,262144.00,13.89,86.11,396
28.00,4.64,32768.00,15.62,84.38,397
38.00,5.65,4096.00,17.38,82.62,397
24.00,30.00,15.00,100.00,0.00,396
32.00,4.07,262144.00,14.86,85.14,397
32.00,5.65,4096.00,19.14,80.86,397
22.00,30.00,6.00,100.00,0.00,396
34.00,5.65,4096.00,21.16,78.84,397
26.00,30.00,15.00,100.00,0.00,397
34.00,4.64,32768.00,15.37,84.63,397
22.00,30.00,15.00,100.00,0.00,396
22.00,30.00,18.00,100.00,0.00,395
36.00,4.07,262144.00,13.01,86.99,346
30.00,5.65,4096.00,21.41,78.59,397
30.00,4.07,262144.00,16.12,83.88,397
20.00,30.00,15.00,100.00,0.00,395
32.00,4.64,32768.00,16.12,83.88,397
28.00,4.07,262144.00,15.37,84.63,397
28.00,5.65,4096.00,21.41,78.59,397
24.00,7.92,512.00,24.30,75.70,395
22.00,4.07,262144.00,16.62,83.38,397
24.00,4.07,262144.00,15.68,84.32,389
20.00,4.07,262144.00,19.19,80.81,396
28.00,30.00,9.00,100.00,0.00,397
26.00,5.65,4096.00,19.75,80.25,395
20.00,30.00,6.00,100.00,0.00,395
20.00,4.64,32768.00,17.38,82.62,397
20.00,16.77,64.00,100.00,0.00,395
20.00,30.00,12.00,100.00,0.00,396
20.00,30.00,9.00,100.00,0.00,395
28.00,7.92,512.00,24.94,75.06,397
26.00,4.64,32768.00,17.13,82.87,397
20.00,30.00,18.00,100.00,0.00,396
20.00,5.65,4096.00,18.18,81.82,396
24.00,5.65,4096.00,18.14,81.86,397
38.00,16.77,64.00,100.00,0.00,397
38.00,30.00,15.00,100.00,0.00,397
40.00,30.00,6.00,100.00,0.00,397
34.00,30.00,6.00,100.00,0.00,397
38.00,30.00,18.00,100.00,0.00,397
40.00,30.00,18.00,100.00,0.00,397
40.00,16.77,64.00,100.00,0.00,397
32.00,30.00,18.00,100.00,0.00,397
34.00,30.00,15.00,100.00,0.00,397
36.00,16.77,64.00,100.00,0.00,397
32.00,16.77,64.00,100.00,0.00,397
32.00,30.00,6.00,100.00,0.00,397
38.00,30.00,12.00,100.00,0.00,397
40.00,30.00,12.00,100.00,0.00,397
34.00,30.00,9.00,100.00,0.00,397
34.00,30.00,18.00,100.00,0.00,397
38.00,30.00,6.00,100.00,0.00,397
38.00,30.00,9.00,100.00,0.00,397
36.00,30.00,18.00,100.00,0.00,397
40.00,30.00,9.00,100.00,0.00,397
34.00,30.00,12.00,100.00,0.00,397
36.00,30.00,15.00,100.00,0.00,397
36.00,30.00,12.00,100.00,0.00,397
32.00,30.00,15.00,100.00,0.00,397
32.00,30.00,9.00,100.00,0.00,397
34.00,16.77,64.00,100.00,0.00,397
40.00,30.00,15.00,100.00,0.00,397
36.00,30.00,9.00,100.00,0.00,397
32.00,30.00,12.00,100.00,0.00,397
36.00,30.00,6.00,100.00,0.00,397
30.00,30.00,9.00,100.00,0.00,397
30.00,30.00,6.00,100.00,0.00,397
30.00,30.00,12.00,100.00,0.00,397
28.00,30.00,15.00,100.00,0.00,397
30.00,30.00,15.00,100.00,0.00,397
26.00,30.00,15.00,100.00,0.00,396
30.00,16.77,64.00,100.00,0.00,397
26.00,4.07,262144.00,14.21,85.79,394
30.00,30.00,18.00,100.00,0.00,397
36.00,4.64,32768.00,15.11,84.89,397
40.00,4.07,262144.00,14.86,85.14,397
28.00,30.00,6.00,100.00,0.00,397
38.00,7.92,512.00,26.20,73.80,397
28.00,16.77,64.00,100.00,0.00,397
26.00,30.00,9.00,100.00,0.00,396
28.00,30.00,9.00,100.00,0.00,396
38.00,4.07,262144.00,18.14,81.86,397
22.00,4.07,262144.00,16.37,83.63,397
26.00,5.65,4096.00,21.91,78.09,397
28.00,30.00,12.00,100.00,0.00,397
28.00,30.00,18.00,99.75,0.25,397
38.00,5.65,4096.00,19.14,80.86,397
28.00,4.07,262144.00,17.63,82.37,397
26.00,30.00,12.00,100.00,0.00,396
32.00,5.65,4096.00,18.14,81.86,397
32.00,7.92,512.00,29.22,70.78,397
38.00,4.64,32768.00,18.64,81.36,397
34.00,5.65,4096.00,20.40,79.60,397
40.00,7.92,512.00,25.44,74.56,397
24.00,30.00,6.00,100.00,0.00,395
28.00,7.92,512.00,25.76,74.24,396
40.00,5.65,4096.00,18.39,81.61,397
34.00,7.92,512.00,23.43,76.57,397
36.00,5.65,4096.00,14.11,85.89,397
24.00,30.00,18.00,100.00,0.00,396
26.00,7.92,512.00,29.04,70.96,396
20.00,5.65,4096.00,17.38,82.62,397
24.00,30.00,12.00,100.00,0.00,397
28.00,4.64,32768.00,18.89,81.11,397
30.00,4.07,262144.00,15.11,84.89,397
40.00,4.64,32768.00,17.38,82.62,397
36.00,7.92,512.00,24.18,75.82,397
24.00,30.00,9.00,100.00,0.00,397
36.00,4.07,262144.00,13.60,86.40,397
26.00,16.77,64.00,100.00,0.00,397
26.00,30.00,6.00,100.00,0.00,396
30.00,4.64,32768.00,19.14,80.86,397
30.00,5.65,4096.00,19.14,80.86,397
34.00,4.07,262144.00,13.10,86.90,397
24.00,4.07,262144.00,15.87,84.13,397
22.00,16.77,64.00,100.00,0.00,395
20.00,4.64,32768.00,15.11,84.89,397
20.00,4.07,262144.00,14.65,85.35,396
32.00,4.07,262144.00,16.12,83.88,397
32.00,4.64,32768.00,13.85,86.15,397
20.00,16.77,64.00,100.00,0.00,395
22.00,30.00,9.00,100.00,0.00,396
22.00,30.00,12.00,100.00,0.00,396
28.00,5.65,4096.00,20.40,79.60,397
24.00,5.65,4096.00,20.51,79.49,395
26.00,4.64,32768.00,15.37,84.63,397
24.00,4.64,32768.00,18.43,81.57,396
22.00,30.00,15.00,100.00,0.00,396
30.00,7.92,512.00,26.95,73.05,397
34.00,4.64,32768.00,17.72,82.28,395
24.00,30.00,15.00,100.00,0.00,397
24.00,7.92,512.00,28.72,71.28,397
20.00,30.00,6.00,100.00,0.00,395
22.00,30.00,18.00,100.00,0.00,397
20.00,30.00,12.00,100.00,0.00,396
20.00,30.00,18.00,100.00,0.00,396
20.00,30.00,15.00,100.00,0.00,396
22.00,5.65,4096.00,20.15,79.85,397
22.00,7.92,512.00,27.53,72.47,396
24.00,16.77,64.00,100.00,0.00,397
20.00,30.00,9.00,100.00,0.00,396
26.00,30.00,18.00,100.00,0.00,396
22.00,30.00,6.00,100.00,0.00,396
22.00,4.64,32768.00,18.32,81.68,393
20.00,7.92,512.00,28.46,71.54,397
