frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,18169391.603060,314055.000000,279427.389330
4,17451589.924123,302236.000000,350961.959890
8,256952.104150,5417.000000,10174.465588
16,17868530.964495,310137.000000,578318.002687
32,35259549.087832,614566.000000,1077807.423874
64,18398620.326759,317694.000000,845805.499626
128,1146327.609637,20816.000000,34255.976836
256,35492709.893599,616691.000000,5195527.518444
512,1256334.429640,21044.000000,223915.751911
1024,18673482.797798,319769.000000,521476.079984
2048,18483197.626650,323359.000000,5323986.241730
4096,1435266.167297,26151.000000,338013.181636
8192,1851948.160625,30493.000000,534313.811476
16384,651373.428743,14227.000000,347215.598354
32768,18176005.732846,329699.000000,14412671.013768
65536,34575740.486700,619027.000000,30882599.401022
