frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,35181305.472125,610256.000000,1083070.899491
4,17943185.335384,311737.000000,286845.526974
8,34658760.163351,602410.000000,1197421.579665
16,34774092.544505,603444.000000,1445065.872713
32,829996.157195,14287.000000,42426.015604
64,35465255.985372,612518.000000,1685083.744511
128,17908794.667010,309732.000000,1416489.732218
256,35492891.201163,610646.000000,1804466.779242
512,18914035.824995,326808.000000,2532281.221552
1024,35722204.235422,617484.000000,5339966.921670
2048,1301434.488520,25980.000000,438940.406470
4096,817880.621992,17912.000000,98076.603398
8192,480720.816220,11174.000000,26100.625012
16384,155712.041997,4909.000000,0.000000
32768,1034225.570031,23867.000000,247374.562839
65536,35715048.877617,625655.000000,27481390.701232
