frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,246574.430811,4839.000000,5000.684653
4,35368801.545571,609617.000000,852604.611501
8,17694859.701302,306842.000000,591780.312210
16,17717873.712219,309413.000000,593351.004400
32,35591024.887803,614938.000000,260616.405708
64,35669175.081540,617476.000000,1398009.909105
128,881212.123252,18030.000000,4363.896997
256,36006106.293394,621302.000000,565895.503303
512,18384493.027067,317051.000000,1247355.343164
1024,18588323.285631,318580.000000,4119441.360121
2048,36048154.030110,629025.000000,10937264.720247
4096,18656468.857125,320427.000000,4368857.492619
8192,16495351.022588,292863.000000,5095225.744775
16384,34523206.321567,591708.000000,11931138.515428
32768,17193704.036703,303345.000000,6585651.376817
65536,2082224.737134,36357.000000,1051705.292906
