frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,520776.862443,9472.000000,21392.878979
4,540268.451928,11251.000000,2733.407397
8,17587881.120338,307010.000000,644469.230824
16,17703426.407248,307252.000000,17686.177795
32,17864269.480233,309111.000000,186454.504113
64,1006253.819251,17834.000000,5701.189525
128,769043.782254,12195.000000,75189.981700
256,18643716.602279,321932.000000,2071236.550992
512,1022657.510940,23209.000000,84961.730220
1024,18192668.870657,314674.000000,2861297.056564
2048,36272272.255376,621380.000000,316536.656673
4096,873358.563328,12619.000000,134479.524821
8192,17557361.475288,297637.000000,1584336.791212
16384,17100521.176275,299867.000000,3937535.155940
32768,19433915.162701,338651.000000,14982973.374599
65536,18334957.069946,315498.000000,4748246.091318
