frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,329698.694377,5797.000000,4048.720415
4,17702679.054731,304983.000000,502913.014560
8,34423388.606102,600802.000000,1317444.187656
16,18269744.973943,313945.000000,862852.182739
32,34858333.786236,603432.000000,1486057.339856
64,17851327.369164,308864.000000,635555.793847
128,35698906.676550,618447.000000,2805208.411610
256,1435598.423698,21885.000000,25671.876694
512,36310225.084333,624535.000000,3799389.818996
1024,1129837.824101,20761.000000,185798.116888
2048,1048329.106611,22114.000000,104225.198824
4096,35328961.496474,611865.000000,10573376.863180
8192,18597237.701468,322399.000000,5100966.651007
16384,18260710.788233,321106.000000,5227439.105515
32768,35162532.841471,618188.000000,27258333.496124
65536,17711326.448713,323418.000000,13048490.322962
