frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,19138287.367295,593810.000000,204887.089706
4,18703998.799200,598092.000000,533010.820040
8,472009.399359,38619.000000,5169.267550
16,18852374.092056,597484.000000,350579.584453
32,34121897.770978,897024.000000,1546672.840684
64,19307815.849815,590481.000000,1149660.701877
128,1192704.231612,69747.000000,62067.755381
256,34562142.263731,883949.000000,2313405.985583
512,1263952.790262,94494.000000,159644.862630
1024,19679890.337922,599527.000000,3272326.515568
2048,19532222.533813,598636.000000,2016730.801749
4096,1536049.194094,115627.000000,387275.483712
8192,2078780.159313,172937.000000,923141.823782
16384,774582.319903,30748.000000,418758.316063
32768,18708097.712626,600738.000000,9378492.462501
65536,32658647.191340,876501.000000,19847993.909691
