frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,34342627.807581,897862.000000,569652.051949
4,19006965.357650,604264.000000,210788.190006
8,33813057.205603,888304.000000,896917.078672
16,33774164.783830,894240.000000,238631.703355
32,986439.247915,48897.000000,48823.496690
64,34549245.624975,893365.000000,2275391.693276
128,18961404.533161,600866.000000,634198.257386
256,34450946.563193,896707.000000,3276118.160685
512,19744673.032623,593155.000000,2385282.245479
1024,34704779.900195,894484.000000,4393375.670400
2048,1390421.174999,119310.000000,333211.773255
4096,930331.410989,37503.000000,209243.087274
8192,680637.378913,43403.000000,80149.126021
16384,301349.964284,46069.000000,0.000000
32768,1201129.124215,91595.000000,363934.936780
65536,35798460.167046,881195.000000,16232989.348121
