frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,18757049.869916,594449.000000,219730.386164
4,34340934.684083,906349.000000,313475.428962
8,18888383.281624,599969.000000,629222.355618
16,19067193.207291,599090.000000,995043.383838
32,19258026.235265,601335.000000,495497.716529
64,34502226.354842,894084.000000,1375648.948861
128,1778302.057554,171574.000000,72051.323097
256,1218348.008629,104105.000000,5572.733620
512,34795443.918448,894833.000000,4398888.031747
1024,34706313.952553,895911.000000,4131144.477759
2048,1112112.167689,73408.000000,114819.339704
4096,35009630.315948,892846.000000,8753688.964527
8192,34896438.342278,884525.000000,8888874.407060
16384,522885.804756,34426.000000,396401.586739
32768,20236362.958221,578963.000000,12722476.157853
65536,36556091.064855,905882.000000,21933503.712205
