frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,18732875.306445,600567.000000,45091.172595
4,18758076.470930,599960.000000,507879.345205
8,539532.512291,44204.000000,662.225792
16,19307398.695044,604275.000000,571774.486567
32,33989390.248578,890454.000000,1295932.609856
64,19092194.117332,599005.000000,798823.320345
128,34900407.071475,900711.000000,2786403.272378
256,19287086.377396,593219.000000,972383.549576
512,34854143.900379,901093.000000,3739125.056128
1024,34370825.534316,901584.000000,4446656.522547
2048,19135717.282389,597640.000000,2619894.009010
4096,18651376.274774,554588.000000,4874288.306170
8192,19696959.452400,594497.000000,8646983.482118
16384,1088275.090852,36587.000000,290446.323025
32768,35090576.876429,899635.000000,16928984.227771
65536,1281432.700414,80076.000000,864449.390869
