frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,599412.123978,42798.000000,63.505905
4,18775265.298871,587293.000000,281314.249205
8,33597427.129879,890991.000000,689741.265649
16,19298282.088688,598289.000000,316933.377259
32,34073475.928763,897663.000000,1347431.595924
64,18943406.587497,597452.000000,1024005.628388
128,34572254.901356,902671.000000,1382636.631036
256,1458291.537466,123599.000000,80021.095294
512,35064464.897920,899494.000000,3505594.867192
1024,1158339.411422,76888.000000,168869.087982
2048,1115145.437440,72811.000000,159939.486957
4096,34076312.514065,875149.000000,5126093.256524
8192,19481832.812451,602238.000000,3336969.217130
16384,18818518.620291,570117.000000,9270248.123048
32768,33260648.512431,893344.000000,12091322.168246
65536,19341958.239570,603836.000000,8484271.761648
