arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
24,8.500000,262144,32763041.240467
24,9.800000,32768,40633502.595914
24,12.400000,4096,63626046.835704
24,18.900000,512,105809687.547022
24,56.300000,64,193281796.110085
24,60.000000,12,181306559.534782
24,60.000000,18,170742266.662194
24,60.000000,24,163393211.446407
