arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
34,8.500000,262144,16229611.887185
34,9.800000,32768,24495832.097350
34,12.400000,4096,40743285.101196
34,18.900000,512,80581534.679938
34,56.300000,64,159316244.032028
34,60.000000,12,147664762.712799
34,60.000000,18,140040896.637581
34,60.000000,24,134618390.509157
