arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
28,8.500000,262144,22250464.378134
28,9.800000,32768,33164289.254491
28,12.400000,4096,54611052.702962
28,18.900000,512,96534423.327494
28,56.300000,64,178522375.035803
28,60.000000,12,166066430.770323
28,60.000000,18,159338580.926780
28,60.000000,24,151464566.738411
