arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
40,8.500000,262144,11449766.676963
40,9.800000,32768,17585483.374416
40,12.400000,4096,28583773.660429
40,18.900000,512,64969828.086760
40,56.300000,64,131849833.807292
40,60.000000,12,123512119.804944
40,60.000000,18,117635752.108825
40,60.000000,24,112999808.572962
