arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
38,8.500000,262144,12549632.555844
38,9.800000,32768,18485512.129942
38,12.400000,4096,33612455.880331
38,18.900000,512,71392926.125195
38,56.300000,64,143163443.442849
38,60.000000,12,132531682.507705
38,60.000000,18,127943353.010190
38,60.000000,24,118662404.264802
