arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
32,8.500000,262144,17201154.633116
32,9.800000,32768,27188917.904542
32,12.400000,4096,45765047.370532
32,18.900000,512,85984358.450222
32,56.300000,64,164023369.825770
32,60.000000,12,153826067.716415
32,60.000000,18,146474390.460250
32,60.000000,24,138994329.189759
