frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,943525.297057,16135.000000,23880.019598
4,383009.300123,9057.000000,10467.918991
8,335032.896152,8770.000000,495.536073
16,798468.676359,15789.000000,44821.981962
32,624094.964968,12304.000000,2256.840048
64,2724399.628007,35183.000000,101831.379334
128,927000.958518,15808.000000,6566.784754
256,321497.808083,8174.000000,19627.780185
512,200979.496310,5099.000000,32955.784970
1024,1000559.688386,19342.000000,63702.292039
2048,1087671.858609,20199.000000,59775.698649
4096,1204908.156116,21109.000000,344546.224793
8192,1714141.510302,27832.000000,429264.541980
16384,1426290.682833,22319.000000,282827.325303
32768,2919406.893450,55345.000000,919275.904366
65536,1270870.815147,31057.000000,1099490.006529
