frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,169500.029142,5507.000000,2319.013799
4,806259.638253,29462.000000,29804.099550
8,388393.061928,13556.000000,98.929268
16,478609.221569,12876.000000,724.135346
32,644611.641444,19468.000000,54343.276061
64,506199.816042,13361.000000,13387.986630
128,2118756.420227,30844.000000,117791.612142
256,399120.907168,8832.000000,13343.110507
512,507879.454340,11374.000000,76826.540583
1024,1766286.849650,29830.000000,303274.120441
2048,10420236.402389,150513.000000,1544179.544419
4096,1812144.943318,34076.000000,780359.451542
8192,463555.275051,13818.000000,119882.251055
16384,525274.755597,13299.000000,416129.003287
32768,641359.769168,13401.000000,469362.308474
65536,415409.472288,14000.000000,152135.838812
