frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,2237032.755356,35893.000000,28833.998335
4,863425.889959,18240.000000,13869.475981
8,1895668.355830,32474.000000,607.951478
16,583187.434354,12465.000000,30237.504560
32,1355373.914280,41039.000000,3237.154460
64,1291167.699561,24252.000000,30043.604844
128,707080.824707,12556.000000,13512.249776
256,733715.133719,12977.000000,80582.878560
512,5731839.291968,85401.000000,14089.099013
1024,993072.835152,21581.000000,209541.981961
2048,3386858.944137,45870.000000,568574.999418
4096,1281826.495992,28737.000000,110020.019451
8192,5978968.597163,141921.000000,31653.526897
16384,1875466.784639,33891.000000,216444.526999
32768,3371250.571641,58032.000000,1449263.631727
65536,1365168.807396,36293.000000,1100176.183113
