frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,3933871.164592,56303.000000,1957.167852
4,1334608.223074,21531.000000,25227.476628
8,3528376.722763,58580.000000,137650.522048
16,609449.822005,19171.000000,680.726083
32,942320.107951,16708.000000,5316.154155
64,1263123.817518,19917.000000,68999.370555
128,983637.099968,25489.000000,9428.653244
256,266183.753424,7881.000000,30258.687067
512,1623071.922019,32894.000000,189730.427075
1024,289104.637730,8876.000000,92094.291805
2048,1089411.140960,21019.000000,32902.432661
4096,2772911.128823,36293.000000,498026.498073
8192,860179.611018,23078.000000,436287.348467
16384,2539481.495285,40466.000000,634838.603036
32768,835660.915281,23542.000000,217619.420995
65536,3449955.563302,57028.000000,2606227.232577
