frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,526673.843116,9335.000000,4165.532739
4,1134636.425433,21927.000000,9117.063891
8,206679.715674,5296.000000,10220.215115
16,1322554.432041,22030.000000,2040.540860
32,1115638.397485,17525.000000,39463.325113
64,1335588.551052,24614.000000,31817.894164
128,1949874.844084,41702.000000,44974.776664
256,2976210.224898,40019.000000,233548.443452
512,966316.586882,16036.000000,90728.438612
1024,2603427.897728,42777.000000,352316.636354
2048,808755.058099,20901.000000,45440.017738
4096,1987929.899973,29631.000000,30452.439032
8192,1104495.898929,17577.000000,450234.847454
16384,2750343.448344,49216.000000,1722851.631184
32768,2576599.034678,55811.000000,1363404.503355
65536,433877.420020,10896.000000,318510.290419
