frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,199147.665653,5410.000000,2347.977427
4,1217554.565451,24196.000000,10108.499493
8,226042.894002,6126.000000,2355.827455
16,284190.568225,6541.000000,5868.765799
32,1224399.863658,21040.000000,64646.765256
64,507180.808781,11694.000000,2232.373401
128,1638073.012333,27353.000000,138835.230954
256,250805.498602,6576.000000,23260.024656
512,1855854.627857,36321.000000,17082.603051
1024,1720184.534693,34430.000000,117780.538231
2048,841291.178945,14718.000000,57414.124604
4096,1061297.162591,20282.000000,239275.899008
8192,1445948.179760,27980.000000,62924.182522
16384,2666953.407480,43703.000000,1372522.783535
32768,4288273.311613,67385.000000,1359604.969954
65536,1617244.450802,29430.000000,366108.273766
