frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,519856.957678,12869.000000,7181.306984
4,1298792.246108,28837.000000,32348.972457
8,557718.227400,15642.000000,4267.351403
16,2395504.693005,38616.000000,72765.567207
32,730966.193907,17251.000000,3581.320706
64,275977.185809,7687.000000,5232.576421
128,964927.867487,19608.000000,83687.566347
256,912371.545794,15729.000000,60235.081174
512,1553822.993710,32205.000000,274785.516385
1024,762478.303577,15214.000000,43312.647518
2048,11575798.854310,128011.000000,503229.297019
4096,1198154.789196,19944.000000,370508.913788
8192,632867.234440,12289.000000,207417.029583
16384,1515367.041996,24842.000000,622343.603829
32768,554787.491539,14101.000000,335739.128911
65536,634921.964315,22314.000000,603738.160506
