frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,7207984.502714,187398.000000,1158.576713
4,1055373.536853,24348.000000,57.175169
8,2005482.660867,32295.000000,66632.687541
16,17461869.541299,206259.000000,415220.875181
32,5951214.999805,92379.000000,315318.060561
64,1105266.179787,22854.000000,83252.356423
128,630755.476219,15412.000000,3049.167591
256,377685.051606,11340.000000,33069.074224
512,301108.339345,6415.000000,25623.811329
1024,989969.862492,20287.000000,224527.424632
2048,329856.469019,9564.000000,106723.789668
4096,5398201.014760,134029.000000,555619.600738
8192,591478.336310,12427.000000,309672.173685
16384,1834015.435797,32765.000000,608139.123276
32768,1450415.102175,27952.000000,598185.444373
65536,183331.210573,8969.000000,160730.801541
