frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,154541.600047,5520.000000,575.232996
4,363130.782214,9435.000000,3845.423124
8,2498687.916497,35474.000000,72425.064121
16,1785252.075583,26473.000000,28.495614
32,1292897.109601,25497.000000,43778.484133
64,1543027.824348,22351.000000,64568.376044
128,4674445.307022,245379.000000,15592.278506
256,356676.117251,12219.000000,710.799550
512,7620314.551609,97364.000000,6839.831723
1024,4028477.628085,241268.000000,299518.086092
2048,673250.777629,14837.000000,173928.316260
4096,869930.034826,23844.000000,103328.394292
8192,1012926.331923,19694.000000,354159.590021
16384,5928763.584128,154523.000000,1097612.480534
32768,679721.099775,19714.000000,95504.343985
65536,484406.998490,14794.000000,368178.287199
