frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,506881.655879,20768.000000,4326.107257
4,910293.306919,16652.000000,25177.587414
8,484081.968664,9577.000000,23439.966638
16,1634149.506796,25600.000000,35979.707378
32,604719.835963,12126.000000,12062.086926
64,368847.993606,9533.000000,6421.184081
128,1046949.118928,20322.000000,56560.709622
256,581209.439984,10453.000000,23852.868276
512,1033641.444803,20843.000000,124267.539289
1024,1621807.435382,32280.000000,295080.311707
2048,1162599.793839,24860.000000,112902.218193
4096,549083.088487,12139.000000,102742.311581
8192,2387185.049625,41270.000000,855876.754605
16384,3223949.510439,48329.000000,1082379.135462
32768,2984831.926824,43248.000000,1081171.770391
65536,677033.471176,14895.000000,0.000000
