frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,1187814.249451,22192.000000,2611.423175
4,982955.644927,16730.000000,2342.549679
8,932830.529566,18091.000000,5550.131530
16,833081.723389,16689.000000,7699.542194
32,3662917.281277,62342.000000,213719.654587
64,1390077.748932,20955.000000,2381.158752
128,358938.197655,8103.000000,48997.937814
256,323959.872299,8983.000000,3489.616598
512,1403456.118171,24280.000000,2249.421037
1024,2270615.229818,47367.000000,590986.850188
2048,745576.989925,20730.000000,23914.368777
4096,617358.675307,16590.000000,124436.547148
8192,1555593.914767,39126.000000,487857.096446
16384,1991688.808792,35431.000000,1276182.843958
32768,1727107.365085,24563.000000,662400.907218
65536,770651.595088,17298.000000,0.000000
