frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,925400.698841,18899.000000,13757.714818
4,1531086.625273,45586.000000,4107.017409
8,7846113.766482,95363.000000,259376.707385
16,986652.506353,23069.000000,2754.502496
32,3433702.214429,46930.000000,106407.669470
64,421038.890560,9116.000000,2283.506514
128,2041735.580287,30586.000000,157542.412562
256,2135985.970793,33064.000000,8904.667877
512,332777.766869,7241.000000,30828.005287
1024,1631652.698127,29119.000000,55154.185906
2048,3407878.556554,72565.000000,1297827.255081
4096,544432.578673,12570.000000,120549.838909
8192,945124.553507,18329.000000,342499.708617
16384,10142293.646124,142422.000000,5324290.425635
32768,1592882.548108,25922.000000,439973.923720
65536,1982369.371660,28679.000000,920021.969590
