frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,5476772.170478,77225.000000,1343.407235
4,788157.329960,18448.000000,2244.679264
8,234645.959352,6376.000000,913.574846
16,1571252.239731,25423.000000,84905.412307
32,1903000.396851,35314.000000,10352.266322
64,210182.835853,7114.000000,459.014161
128,1551176.689671,27474.000000,71242.974924
256,1220220.090856,24743.000000,5479.990420
512,3260758.208155,43293.000000,309772.185136
1024,2646550.303950,45003.000000,320266.622996
2048,1908091.123854,34762.000000,685874.112257
4096,803615.636089,15891.000000,287905.893180
8192,369361.527868,10990.000000,82900.524751
16384,1412823.035995,24896.000000,338222.862486
32768,799213.847379,17562.000000,356186.801519
65536,1426525.400369,24716.000000,387104.474877
